county,sub_county,year_1,month_2,disease_condition,nature_of_diagnosis_clinical_lab_pm,species,no_sick,deaths,diagnosis,date
Nakuru,RONGAI,2016,August,Anthrax,Clinical,Bovine,1,NA,Clinically confirmed,2016-08-01
Nyeri,Mathira West,2016,March,Anthrax,Lab,Bovine,1,1,Lab confirmed,2016-03-01
Nyeri,Mathira West,2016,March,Anthrax,Lab,Bovine,1,1,Lab confirmed,2016-03-01
Nyeri,TETU,2016,August,Anthrax,Laboratory,Bovine,1,2,Lab confirmed,2016-08-01
West Pokot,North Pokot,2016,December,Rvf,Clinical,Caprine,20,10,Clinically confirmed,2016-12-01
West Pokot,pokot central,2016,December,Rabies,Clinical,Caprine,2,5,Clinically confirmed,2016-12-01
West Pokot,pokot south,2016,December,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2016-12-01
Siaya,Gem,2016,February,Rabies,CLINICAL,Canine,1,1,Clinically confirmed,2016-02-01
Siaya,Gem,2016,May,Rabies,clinical,Bovine,1,1,Clinically confirmed,2016-05-01
Taita Taveta,Voi,2016,November,Rabies,Laboratory,White tailed Mongoose,1,1,Lab confirmed,2016-11-01
Tana River,TANA RIVER,2016,July,Rabies,Clinical,Canine,1,0,Clinically confirmed,2016-07-01
Tana River,Tanadelta,2016,August,Brucellosis,Clinical,Caprine,4,1,Clinically confirmed,2016-08-01
Tana River,Tanadelta,2016,August,Brucellosis,Clinical,Caprine,4,1,Clinically confirmed,2016-08-01
Tana River,TANA RIVER,2016,July,Rabies,Clinical,Canine,1,0,Clinically confirmed,2016-07-01
Tharaka Nithi,Igambangombe,2016,January,Rabies,CLINICAL,Canine,1,,Clinically confirmed,2016-01-01
Tharaka Nithi,Igambangombe,2016,January,Rabies,CLINICAL,Canine,1,,Clinically confirmed,2016-01-01
Tharaka Nithi,Igembe North,2016,February,Anthrax,pm,Bovine,1,1,Post Mortem,2016-02-01
Turkana,Turkana South,2016,April,Anthrax,Laboratory,Caprine,11,0,Lab confirmed,2016-04-01
Uasin Gishu,Soy,2016,May,Anthrax,PM &LB,Bovine,1,7,Lab confirmed,2016-05-01
Uasin Gishu,Moiben,2016,February,Rabies,CLINICAL,Bovine,1,1,Clinically confirmed,2016-02-01
Uasin Gishu,Ainabkoi,2016,March,Anthrax,Lab,Ovine,2,17,Lab confirmed,2016-03-01
Uasin Gishu,Moiben,2016,July,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2016-07-01
Uasin Gishu,Ainabkoi,2016,December,Rabies,Lab,Canine,2,2,Lab confirmed,2016-12-01
West Pokot,poker central,2016,May,Anthrax,Lab,Bovine,2,2,Lab confirmed,2016-05-01
West Pokot,West Pokot,2016,December,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2016-12-01
Nyeri,Mukurweini,2016,March,Rabies,CLINICAL,Canine,1,1,Clinically confirmed,2016-03-01
Baringo,Eldama Ravine,2017,December,Rabies,Lab,Bovine,1,0,Lab confirmed,2017-12-01
Bomet,Konoin,2017,February,Rabies,Laboratory,BOVINE,1,1,Lab confirmed,2017-02-01
Bomet,Sotik,2017,June,Rabies,Clinical,Bovine,2,2,Clinically confirmed,2017-06-01
Bomet,Sotik,2017,June,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2017-06-01
Bomet,Sotik,2017,June,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2017-06-01
Bomet,Sotik,2017,October,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-10-01
Bomet,Konoin,2017,October,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-10-01
Bomet,Sotik,2017,October,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-10-01
Bomet,Bomet East,2017,October,Rabies,Clinical,Canine,1,1,Clinically confirmed,2017-10-01
Bomet,Sotik,2017,October,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2017-10-01
Bomet,Bomet East,2017,October,Rabies,Clinical,Canine,1,1,Clinically confirmed,2017-10-01
Bomet,Bomet East,2017,October,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-10-01
Bomet,Sotik,2017,October,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-10-01
Bomet,Chebalungu,2017,November,Rabies,Clinical,Canine,1,1,Clinically confirmed,2017-11-01
Bomet,Bomet East,2017,October,Rabies,Clinical,Ovine,1,1,Clinically confirmed,2017-10-01
Bomet,Bomet East,2017,October,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-10-01
Bomet,Bomet East,2017,October,Rabies,Clinical,Canine,1,1,Clinically confirmed,2017-10-01
Bomet,Bomet East,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Bomet East,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Sotik,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Bomet East,2017,November,Rabies,Laboratory,Caprine,1,1,Lab confirmed,2017-11-01
Bomet,Sotik,2017,November,Rabies,Laboratory,Caprine,1,0,Lab confirmed,2017-11-01
Bomet,chebalungu,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Bomet East,2017,November,Rabies,Clinical,Equine,1,1,Clinically confirmed,2017-11-01
Bomet,Bomet East,2017,November,Rabies,Clinical,Caprine,3,3,Clinically confirmed,2017-11-01
Bomet,Chebalungu,2017,November,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Sotik,2017,November,Rabies,Clinical,Bovine,3,3,Clinically confirmed,2017-11-01
Bomet,Sotik,2017,November,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-11-01
Bomet,Chebalungu,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Chebalungu,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Bomet East,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Chebalungu,2017,November,Rabies,Clinical,Canine,1,1,Clinically confirmed,2017-11-01
Bomet,Sotik,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Bomet East,2017,November,Rabies,Clinical,Equine,1,1,Clinically confirmed,2017-11-01
Bomet,Konoin,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Bomet,Sotik,2017,November,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2017-11-01
Bomet,Konoin,2017,December,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-12-01
Bomet,Konoin,2017,December,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-12-01
Bomet,Sotik,2017,December,Rabies,Laboratory,Bovine,2,2,Lab confirmed,2017-12-01
Bomet,Chebalungu,2017,December,Rabies,Clinical,Canine,1,1,Clinically confirmed,2017-12-01
Elgeyo Marakwet,Marakwet West,2017,December,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-12-01
Elgeyo Marakwet,Marakwet west,2017,December,Anthrax,Clinical,Bovine,2,1,Clinically confirmed,2017-12-01
Elgeyo Marakwet,Keiyo North,2017,December,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-12-01
Embu,Runyenjes,2017,July,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-07-01
Garissa,Fafi,2017,November,Brucellosis,Clinical,Caprine,10,0,Clinically confirmed,2017-11-01
Kajiado,Kajiado north,2017,March,Anthrax,Laboratory,Bovine,3,3,Lab confirmed,2017-03-01
Kakamega,Shinyalu,2017,February,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-02-01
Kakamega,Shinyalu,2017,February,Rabies,Clinical,Canine,1,1,Clinically confirmed,2017-02-01
Kakamega,Ikolomani,2017,March,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2017-03-01
Kakamega,Butere,2017,June,Rabies,Clinical,CANINE,1,0,Clinically confirmed,2017-06-01
Kakamega,Butere,2017,June,Rabies,Clinical,CANINE,1,0,Clinically confirmed,2017-06-01
Kakamega,Butere,2017,June,Rabies,Clinical,CANINE,1,0,Clinically confirmed,2017-06-01
Kakamega,Lurambi,2017,July,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-07-01
Kakamega,Butere,2017,July,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-07-01
Kakamega,Butere,2017,July,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-07-01
Kericho,Ainamoi,2017,February,Rabies,Laboratory,CANINE,1,1,Lab confirmed,2017-02-01
Kericho,Kericho East,2017,March,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-03-01
Kericho,Kericho East,2016,January,Rabies,Laboratory,BOVINE,1,1,Lab confirmed,2016-01-01
Kericho,Bureti,2017,January,Rabies,Laboratory,BOVINE,1,1,Lab confirmed,2017-01-01
Kericho,Sotik,2017,January,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-01-01
Kericho,Kericho East,2017,March,Rabies,Laboratory,CANINE,1,1,Lab confirmed,2017-03-01
Kiambu,Githunguri,2017,December,Anthrax,Lab,Bovine,1,1,Lab confirmed,2017-12-01
Kilifi,Bahari,2017,February,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-02-01
Kilifi,Kilifi south,2017,May,Rabies,Clinical,CANINE,1,1,Clinically confirmed,2017-05-01
Kisumu,Seme,2017,November,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-11-01
Kisumu,Kisumu West,2017,October,Rabies,Laboratory,Bovine,2,2,Lab confirmed,2017-10-01
Kisumu,Nyando,2017,December,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-12-01
Kitui,kyangwithya West,2017,February,Rabies,Clinical,Canine,3,1,Clinically confirmed,2017-02-01
Kwale,Kinango,2017,March,Rabies,Laboratory,Canine,1,1,Lab confirmed,2017-03-01
Kwale,dd,2017,December,Rvf,Clinical,Bovine,5,0,Clinically confirmed,2017-12-01
Machakos,Machakos,2017,January,Rabies,Clinical,bovine,1,1,Clinically confirmed,2017-01-01
Machakos,Yatta,2017,January,Rabies,Clinical,canine,1,0,Clinically confirmed,2017-01-01
Machakos,Yatta,2017,January,Rabies,Clinical,canine,1,0,Clinically confirmed,2017-01-01
Machakos,Matungulu,2017,April,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-04-01
Machakos,Kithimani,2017,April,Rabies,Clinical,Caprine,1,0,Clinically confirmed,2017-04-01
Machakos,Matungulu,2017,April,Rabies,Clinical,CAPRINE,1,0,Clinically confirmed,2017-04-01
Machakos,Machakos,2017,May,Rabies,Clinical,CANINE,1,1,Clinically confirmed,2017-05-01
Makueni,Mbooni,2017,February,Rabies,Clinical,Caprine,1,0,Clinically confirmed,2017-02-01
Makueni,Kibwezi West,2017,March,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2017-03-01
Makueni,Mbooni,2017,April,Rabies,Clinical,CANINE,1,0,Clinically confirmed,2017-04-01
Makueni,Makueni,2017,April,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2017-04-01
Makueni,Kibwezi West,2017,April,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2017-04-01
Makueni,Makueni,2017,May,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2017-05-01
Makueni,Kilome,2017,May,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2017-05-01
Makueni,Mbooni,2017,October,Rvf,Clinical,Ovine,1,0,Clinically confirmed,2017-10-01
Makueni,Kibwezi West,2017,September,Rvf,Clinical,Bovine,2,0,Clinically confirmed,2017-09-01
Makueni,Kibwezi West,2017,November,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-11-01
Marsabit,saku,2017,March,Anthrax,Laboratory,Bovine,1,2,Lab confirmed,2017-03-01
Marsabit,Saku,2017,May,Rabies,Clinical,CANINE,1,1,Clinically confirmed,2017-05-01
Marsabit,Saku,2017,September,Rabies,Clinical,Bovine,5,0,Clinically confirmed,2017-09-01
Marsabit,Saku,2017,September,Rabies,Clinical,Equine,1,1,Clinically confirmed,2017-09-01
Meru,Igembe Central,2017,September,Anthrax,Laboratory,Bovine,10,0,Lab confirmed,2017-09-01
Meru,Igembe Central,2017,September,Anthrax,Laboratory,Bovine,10,0,Lab confirmed,2017-09-01
Meru,Igembe North,2017,November,Rabies,Laboratory,Bovine,1,0,Lab confirmed,2017-11-01
Meru,Tigania East,2017,November,Rabies,Laboratory,Bovine,1,0,Lab confirmed,2017-11-01
Meru,Imenti North,2017,December,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2017-12-01
Meru,Tigania west,2017,December,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-12-01
Meru,Buuri,2017,December,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2017-12-01
Meru,Buuri,2017,December,Anthrax,Post Mortem,Bovine,1,1,Post Mortem,2017-12-01
Mombasa,Kisauni,2017,March,Rabies,Laboratory,Canine,1,0,Lab confirmed,2017-03-01
Mombasa,Kisauni,2017,September,Rabies,Laboratory,Canine,5,1,Lab confirmed,2017-09-01
Mombasa,Kisauni,2017,September,Rabies,Laboratory,Canine,5,1,Lab confirmed,2017-09-01
Mombasa,Nyali,2017,September,Rabies,Laboratory,Canine,1,1,Lab confirmed,2017-09-01
Mombasa,Kisauni,2017,October,Anthrax,Laboratory,Porcine,1,1,Lab confirmed,2017-10-01
Murang'a,KIHARU,2017,February,Anthrax,Laboratory,BOVINE,1,1,Lab confirmed,2017-02-01
Murang'a,KIHARU,2017,February,Rabies,Clinical,CANINE,1,1,Clinically confirmed,2017-02-01
Murang'a,MARAGUA,2017,February,Rabies,Clinical,CANINE,2,2,Clinically confirmed,2017-02-01
Murang'a,Mathioya,2017,February,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-02-01
Murang'a,Kiharu,2017,February,Anthrax,Clinical,Bovine,1,0,Clinically confirmed,2017-02-01
Murang'a,kiharu,2017,February,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-02-01
Murang'a,kandara,2017,March,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2017-03-01
Murang'a,kandara,2017,june,Anthrax,Clinical,Bovine,2,2,Clinically confirmed,2017-06-01
Nairobi,nairobi,2017,April,Anthrax,Laboratory,Buffalo,1,6,Lab confirmed,2017-04-01
Nakuru,Njoro,2017,March,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-03-01
Nakuru,Nakuru North,2017,March,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-03-01
Nakuru,Nakuru Town  East,2017,June,Anthrax,Laboratory,Buffalo,1,1,Lab confirmed,2017-06-01
Nakuru,Nakuru north,2017,June,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-06-01
Nakuru,Gilgil,2017,May,Rabies,Laboratory,CAPRINE,1,1,Lab confirmed,2017-05-01
Nakuru,Rongai,2017,May,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2017-05-01
Nakuru,Nakuru West,2017,July,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2017-07-01
Nakuru,Nakuru West,2017,September,Anthrax,Laboratory,Canine,1,1,Lab confirmed,2017-09-01
Nakuru,Nakuru West,2017,September,Anthrax,Laboratory,Canine,1,1,Lab confirmed,2017-09-01
Nakuru,Nakuru West,2017,October,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2017-10-01
Nakuru,Rongai,2017,October,Anthrax,Laboratory,Bovine,10,4,Lab confirmed,2017-10-01
Nakuru,Rongai,2017,November,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2017-11-01
Nakuru,Nakuru Town,2017,November,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Nakuru,Subukia,2017,November,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-11-01
Nakuru,Kuresoi South,2017,December,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2017-12-01
Nyandarua,Mirangine,2017,April,Rabies,Laboratory,Ovine,17,10,Lab confirmed,2017-04-01
Nyeri,Mukurweini,2017,March,Rabies,Clinical,Dog,1,1,Clinically confirmed,2017-03-01
Nyeri,Tetu,2017,February,Rabies,Clinical,Canine,1,1,Clinically confirmed,2017-02-01
Nyeri,kieni east,2017,February,Rabies,Clinical,Canine,1,1,Clinically confirmed,2017-02-01
Nyeri,Nyeri South,2017,December,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-12-01
West Pokot,pokot central,2017,January,Rabies,Clinical,Caprine,2,1,Clinically confirmed,2017-01-01
West Pokot,north pokot,2017,January,Rabies,Clinical,Camel,1,1,Clinically confirmed,2017-01-01
West Pokot,pokot North,2017,February,Anthrax,Clinical,Bovine,3,5,Clinically confirmed,2017-02-01
Siaya,Gem,2017,November,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-11-01
Siaya,Gem,2017,November,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-11-01
Siaya,Bondo,2017,November,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-11-01
Siaya,Rarieda,2017,November,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-11-01
Siaya,Rarieda,2017,November,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-11-01
Siaya,Siaya,2017,November,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-11-01
Siaya,Siaya,2017,November,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-11-01
Siaya,Rarieda,2017,November,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2017-11-01
Tharaka Nithi,tharaka,2017,December,Anthrax,Clinical,Ovine,1,1,Clinically confirmed,2017-12-01
Uasin Gishu,Ainabkoi,2017,January,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2017-01-01
Uasin Gishu,Soy,2017,June,Anthrax,NA,Bovine,1,NA,Clinically confirmed,2017-06-01
Uasin Gishu,Kapseret,2017,June,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2017-06-01
Uasin Gishu,Kapseret,2017,September,Anthrax,Post Mortem,Bovine,69,1,Post Mortem,2017-09-01
Uasin Gishu,Kapseret,2017,September,Anthrax,Post Mortem,Bovine,69,1,Post Mortem,2017-09-01
Bomet,Chebalungu,2018,January,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2018-01-01
Bomet,Sotik,2018,January,Rabies,Laboratory,Bovine,2,2,Lab confirmed,2018-01-01
Bomet,Sotik,2018,January,Rabies,Clinical,Canine,1,1,Clinically confirmed,2018-01-01
Bomet,Sotik,2018,January,Rabies,Laboratory,Caprine,1,1,Lab confirmed,2018-01-01
Bomet,Chebalungu,2018,January,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2018-01-01
Bomet,Chebalungu,2018,January,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2018-01-01
Bomet,Sotik,2018,January,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-01-01
Bomet,Bomet Central,2018,April,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-04-01
Bomet,Bomet East,2018,April,Rabies,Clinical,Canine,2,1,Clinically confirmed,2018-04-01
Bomet,Bomet Central,2018,April,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-04-01
Bomet,Sotik,2018,April,Rabies,Clinical,Canine,1,1,Clinically confirmed,2018-04-01
Bomet,Chepalungu,2018,April,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2018-04-01
Bomet,Bomet East,2018,April,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2018-04-01
Bomet,Bomet East,2018,April,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-04-01
Bomet,Sotik,2018,April,Rabies,Clinical,Canine,1,1,Clinically confirmed,2018-04-01
Bomet,Bomet East,2018,April,Rabies,Clinical,Canine,2,0,Clinically confirmed,2018-04-01
Bomet,Chepalungu,2018,June,Anthrax,Post Mortem,Bovine,1,1,Post Mortem,2018-06-01
Bomet,Chepalungu,2018,June,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2018-06-01
Bomet,Sotik,2018,June,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-06-01
Bomet,Sotik,2018,June,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2018-06-01
Bomet,Sotik,2018,June,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2018-06-01
Bomet,Sotik,2018,June,Rabies,Clinical,Ovine,1,1,Clinically confirmed,2018-06-01
Bomet,Konoin,2018,June,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2018-06-01
Bomet,Chepalungu,2018,June,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2018-06-01
Bomet,Chepalungu,2018,June,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2018-06-01
Bomet,Chepalungu,2018,June,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2018-06-01
Bomet,Sotik,2018,June,Rabies,Clinical,Ovine,1,1,Clinically confirmed,2018-06-01
Bomet,Bomet East,2018,June,Rabies,Clinical,Ovine,1,4,Clinically confirmed,2018-06-01
Bomet,Sotik,2018,June,Rabies,Clinical,Caprine,1,0,Clinically confirmed,2018-06-01
Bomet,Bomet East,2018,June,Rabies,Clinical,Ovine,1,1,Clinically confirmed,2018-06-01
Bomet,Bomet East,2018,June,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2018-06-01
Bomet,Konoin,2018,June,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-06-01
Bomet,Bomet Central,2018,July,Anthrax,Post Mortem,Bovine,16,0,Post Mortem,2018-07-01
Bomet,Konoin,2018,July,Brucellosis,Clinical,Bovine,3,0,Clinically confirmed,2018-07-01
Bomet,Bomet East,2018,July,Rabies,Clinical,Ovine,4,3,Clinically confirmed,2018-07-01
Bomet,Chepalungu,2018,July,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2018-07-01
Bomet,Sotik,2018,July,Rabies,Clinical,Ovine,3,1,Clinically confirmed,2018-07-01
Bomet,Sotik,2018,August,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-08-01
Bomet,Sotik,2018,August,Anthrax,Laboratory,Bovine,1,1,Lab confirmed,2018-08-01
Bomet,Sotik,2018,September,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2018-09-01
Bomet,Ndanai,2018,September,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2018-09-01
Bomet,Sotik,2018,September,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-09-01
Bomet,Chepalungu,2018,September,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2018-09-01
Bomet,Konoin,2018,October,Rabies,Clinical,Canine,13,0,Clinically confirmed,2018-10-01
Bomet,Sotik,2018,October,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2018-10-01
Bomet,Sotik,2018,October,Brucellosis,Clinical,Bovine,1,0,Clinically confirmed,2018-10-01
Bomet,Chepalungu,2018,October,Rabies,Clinical,Ovine,1,0,Clinically confirmed,2018-10-01
Bomet,Chepalungu,2018,October,Rabies,Clinical,Caprine,1,2,Clinically confirmed,2018-10-01
Bomet,Sotik,2018,October,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2018-10-01
Bomet,Sotik,2018,October,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2018-10-01
Bomet,Sotik,2018,October,Rabies,Clinical,Bovine,1,1,Clinically confirmed,2018-10-01
Bomet,Sotik,2018,October,Rabies,Clinical,Canine,1,1,Clinically confirmed,2018-10-01
Bomet,Sotik,2018,October,Rabies,Clinical,Canine,1,1,Clinically confirmed,2018-10-01
Bomet,Sotik,2018,December,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2018-12-01
Bomet,Sotik,2018,December,Rabies,Clinical,Canine,1,1,Clinically confirmed,2018-12-01
Bomet,Sotik,2018,December,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-12-01
Embu,Embu West,2017,January,Rabies,Clinical,Canine,1,6,Clinically confirmed,2017-01-01
Embu,Embu West,2017,January,Rabies,Clinical,Feline,1,4,Clinically confirmed,2017-01-01
Embu,Embu West,2017,January,Rabies,Clinical,Canine,1,6,Clinically confirmed,2017-01-01
Embu,Embu West,2017,January,Rabies,Clinical,Canine,1,6,Clinically confirmed,2017-01-01
Embu,Mbeere South,2017,January,Rabies,Clinical,Canine,1,9,Clinically confirmed,2017-01-01
Embu,Mbeere South,2017,January,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-01-01
Embu,Mbeere South,2017,January,Rabies,Clinical,Canine,1,9,Clinically confirmed,2017-01-01
Embu,Mbeere South,2017,January,Rabies,Clinical,Canine,1,0,Clinically confirmed,2017-01-01
Embu,Embu East,2018,October,Anthrax,Clinical,Bovine,1,1,Clinically confirmed,2018-10-01
Embu,Runyejes,2018,October,Anthrax,Post Mortem,Bovine,1,0,Post Mortem,2018-10-01
Isiolo,Garbatulla,2018,June,Rvf,Clinical,Bovine,1,SEVERAL,Clinically confirmed,2018-06-01
Kakamega,Lurambi,2018,June,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-06-01
Kakamega,Butere,2018,August,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2018-08-01
Kakamega,Matete,2018,September,Rabies,Clinical,Bovine,1,0,Clinically confirmed,2018-09-01
Kericho,Kericho West,2018,September,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2018-09-01
Kericho,Soin/sigowet,2018,September,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2018-09-01
Kericho,Belgut,2018,September,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2018-09-01
Kericho,Ainamoi,2018,September,Rabies,Laboratory,Bovine,1,2,Lab confirmed,2018-09-01
Kericho,Kericho East,2018,October,Rabies,Laboratory,Bovine,1,1,Lab confirmed,2018-10-01
Kilifi,Malindi,2018,February,Rabies,Laboratory,Canine,1,1,Lab confirmed,2018-02-01
Kilifi,Magarini,2018,June,Rvf,Clinical,Caprine,5,0,Clinically confirmed,2018-06-01
Kilifi,Malindi,2018,June,Rabies,Clinical,Canine,1,0,Clinically confirmed,2018-06-01
